Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1182711,CVE-2015-4473,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-119,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1146213,CVE-2015-4473,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-119,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1178890,CVE-2015-4473,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-119,10.0 HIGH,<=39.0.3
firefox40,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=1181204,1177501,1184068,
1188590,1143130,1161719",CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1181204,CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1177501,CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1184068,CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1188590,CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1143130,CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox40,https://bugzilla.mozilla.org/show_bug.cgi?id=1161719,CVE-2015-4474,Critical,"August 11, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",08/15/2015,CWE-noinfo,10.0 HIGH,<=39.0.3
firefox39.0.3,https://bugzilla.mozilla.org/show_bug.cgi?id=1178058,CVE-2015-4495,Critical,"August  6, 2015","Security researcher <strong>Cody Crews</strong> reported on a way to
violate the same origin policy and inject script into a non-privileged part
of the built-in PDF Viewer. This would allow an attacker to read and steal
sensitive local files on the victim's computer.
",08/07/2015,CWE-200,4.3 MEDIUM,<=39.0
firefox39.0.3,https://bugzilla.mozilla.org/show_bug.cgi?id=1179262,"
",Critical,"August  6, 2015","Security researcher <strong>Cody Crews</strong> reported on a way to
violate the same origin policy and inject script into a non-privileged part
of the built-in PDF Viewer. This would allow an attacker to read and steal
sensitive local files on the victim's computer.
",-,-,-,-
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1086145,CVE-2015-2721,Moderate,"July  2, 2015","Security researcher <strong>Karthikeyan Bhargavan</strong> reported an issue
in Network Security Services (NSS) where the client allows for a ECDHE_ECDSA
exchange where the server does not send its <code>ServerKeyExchange</code>
message instead of aborting the handshake. Instead, the NSS client will take the
EC key from the ECDSA certificate. This violates the TLS protocol and also has
some security implications for forward secrecy. In this situation, the browser
thinks it is engaged in an ECDHE exchange, but has been silently downgraded to a
non-forward secret mixed-ECDH exchange instead. As a result, if <code>False
Start</code> is enabled, the browser will start sending data encrypted under
these non-forward-secret connection keys. This issue was fixed in NSS version
3.19.1.",07/05/2015,CWE-310,4.3 MEDIUM,"<=38.1.0,38.1.0,38.1.0,38.1.0"
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1138554,CVE-2015-4000,Moderate,"July  2, 2015","Security researcher <strong>Matthew Green</strong> reported a Diffie–Hellman
(DHE) key processing issue in Network Security Services (NSS) where a
man-in-the-middle (MITM) attacker can force a server to downgrade TLS
connections to 512-bit export-grade cryptography by modifying client
requests to include only export-grade cipher suites. The resulting
weak key can then be leveraged to impersonate the server. This attack
is detailed in the ""<a
href=""https://weakdh.org/imperfect-forward-secrecy.pdf"">Imperfect Forward
Secrecy: How Diffie-Hellman Fails in Practice</a>"" paper and is known as the
&quot;Logjam Attack.&quot;",05/20/2015,CWE-310,4.3 MEDIUM,39.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1163109,CVE-2015-2743,High,"July  2, 2015","Mozilla community member <strong>Jonas Jenwald</strong> reported broken behavior in Mozilla's <code>PDF.js</code> PDF file viewer which led to the discovery that internal Workers were incorrectly executed with high privilege. If this flaw were combined with a separate vulnerability allowing for same-origin policy violation, it could be used to run arbitrary code.
",07/05/2015,CWE-17,7.5 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1138669,CVE-2015-2742,Low,"July  2, 2015","Mozilla developer <strong>David Parks</strong> discovered while reviewing
Firefox crash reports that personal data can sometimes be contained in reports
from OS X systems. This is because these OS X crash reports will contain the
native key that triggered the crash and this can sometimes contain key press
information that was being entered when the crash occurred.
",07/05/2015,CWE-200,4.3 MEDIUM,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1147497,CVE-2015-2741,Moderate,"July  2, 2015","Mozilla security engineer <strong>David Keeler</strong> reported that when an
overridable error is encountered, such as those for expired certificates or a
host name does not match a certificate, pinning checks can be be skipped. This
would allow for a user to override a pinned certificate when they should not be
able to do so. This issue does not allow for third parties to cause a
certificate to be overridden and the user would still have to manually do so.
",07/05/2015,CWE-310,4.3 MEDIUM,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1166082,CVE-2015-2734,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-17,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1166900,CVE-2015-2735,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-17,9.3 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1167888,CVE-2015-2736,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-17,9.3 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1167332,CVE-2015-2737,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-17,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1167356,CVE-2015-2738,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-17,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1168207,CVE-2015-2739,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1170809,CVE-2015-2740,Critical,"July  2, 2015","Security researcher <strong>Ronald Crane</strong> reported seven
vulnerabilities affecting released code that he found through code inspection.
These included three uses of uninitialized memory, one poor validation
leading to an exploitable crash, one read of unowned memory in zip files, and
two buffer overflows. These do not all have clear mechanisms to be exploited
through web content but are vulnerable if a mechanism can be found to trigger
them.
",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1166924,CVE-2015-2722,Critical,"July  2, 2015","Security researcher <strong>Looben Yang</strong> used the Address Sanitizer
tool to discover two related use-after-free vulnerabilities that occur when
using XMLHttpRequest in concert with either shared or dedicated workers. These
errors occur when the XMLHttpRequest object is attached to a worker but that
object is incorrectly deleted while still in use. This results in exploitable
crashes.",07/05/2015,CWE-ID,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1169867,CVE-2015-2733,Critical,"July  2, 2015","Security researcher <strong>Looben Yang</strong> used the Address Sanitizer
tool to discover two related use-after-free vulnerabilities that occur when
using XMLHttpRequest in concert with either shared or dedicated workers. These
errors occur when the XMLHttpRequest object is attached to a worker but that
object is incorrectly deleted while still in use. This results in exploitable
crashes.",07/05/2015,CWE-ID,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1125025,CVE-2015-2730,Moderate,"July  2, 2015","Mozilla community member <strong>Watson Ladd</strong> reported that the
implementation of Elliptical Curve Cryptography (ECC) multiplication for
Elliptic Curve Digital Signature Algorithm (ECDSA) signature validation in
Network Security Services (NSS) did not handle exceptional cases correctly. This
could potentially allow for signature forgery. This issue was fixed in NSS
version 3.19.1.
",07/05/2015,CWE-310,4.3 MEDIUM,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1149891,CVE-2015-2731,Critical,"July  2, 2015","Security researcher <strong>Herre</strong> reported a use-after-free
vulnerability when a Content Policy modifies the Document Object Model to
remove a DOM object, which is then used afterwards due to an error in microtask
implementation. This leads to an exploitable crash.
",07/05/2015,CWE-ID,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1122218,CVE-2015-2729,Moderate,"July  2, 2015","Security researcher <strong>Holger Fuhrmannek</strong> used the Address
Sanitizer tool to discover an out-of-bound read while computing an oscillator
rendering range in Web Audio. This could allow an attacker to infer the contents
of four bytes of memory.
",07/05/2015,CWE-119,5.0 MEDIUM,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1142210,CVE-2015-2728,High,"July  2, 2015","Security researcher <strong>Paul Bandha</strong> reported a type confusion
error where part of <code>IDBDatabase</code> is read by the Indexed Database
Manager and incorrectly used as a pointer when it shouldn't be used as such.
This leads to memory corruption and the possibility of an exploitable crash.
",07/05/2015,CWE-ID,7.5 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1163422,CVE-2015-2727,Moderate,"July  2, 2015","Security researcher <strong>Jann Horn</strong> reported that when <a
href=""https://www.mozilla.org/security/advisories/mfsa2015-25/"">Mozilla
Foundation Security Advisory 2015-25</a> was fixed in Firefox 37, an error was
made that caused the fix to not be applied to Firefox 38, effectively causing
the bug to be unfixed in Firefox 38 (and Firefox ESR38) once it shipped. As
<strong>Armin Razmdjou</strong> reported for that issue, opening hyperlinks on a
page with the mouse and specific keyboard key combinations could allow a Chrome
privileged URL to be opened without context restrictions being preserved. This
could allow for local files or resources from a known location to be opened with
local privileges, bypassing security protections. 
",07/05/2015,CWE-20,6.8 MEDIUM,38.0
firefox39,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=1160884,1143679,1164567,
1154876",CVE-2015-2724,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1160884,CVE-2015-2724,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1143679,CVE-2015-2724,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1164567,CVE-2015-2724,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1154876,CVE-2015-2724,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=1163359,1159321,1172076,
1151650,1056410,1156861,1159973,1163852,1172397",CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1163359,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1159321,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1172076,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1151650,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1056410,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1156861,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1159973,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1163852,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1172397,CVE-2015-2725,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=1145781,1155985,1059081,
1146416,1132265",CVE-2015-2726,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1145781,CVE-2015-2726,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1155985,CVE-2015-2726,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1059081,CVE-2015-2726,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1146416,CVE-2015-2726,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox39,https://bugzilla.mozilla.org/show_bug.cgi?id=1132265,CVE-2015-2726,Critical,"July  2, 2015","Mozilla developers and community identified and fixed several memory safety
bugs in the browser engine used in Firefox and other Mozilla-based products.
Some of these bugs showed evidence of memory corruption under certain
circumstances, and we presume that with enough effort at least some of these
could be exploited to run arbitrary code.",07/05/2015,CWE-119,10.0 HIGH,<=38.1.0
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1149605,CVE-2015-4496,Critical,"August 12, 2015","Security researcher <strong>Joshua Drake </strong> reported potential integer overflows  in the libstagefright library while processing video sample metadata in MPEG4 video files.   This can lead to a potentially exploitable crash.
",08/15/2015,CWE-189,9.3 HIGH,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1127481,CVE-2015-2720,High,"May 12, 2015","Security researcher <strong>Holger Fuhrmannek</strong> previously reported <a
href=""http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0833""
class=""ex-ref"">CVE-2015-0833</a>, which was fixed in 
<a
href=""https://www.mozilla.org/en-US/security/advisories/mfsa2015-12/"">MFSA2015-12</a>. That flaw allowed for the updater to load binary DLL format files from
the local working directory or from the Windows temporary directories.  During
the fixing of CVE-2015-0833, the need to ensure that updates use the updater.exe
from the application directory was identified to mitigate the potential for
further similar vulnerabilities. This change to updater.exe for Windows systems
has been made in this release.
",05/14/2015,CWE-17,4.4 MEDIUM,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=945192,CVE-2015-0833,High,"May 12, 2015","Security researcher <strong>Holger Fuhrmannek</strong> previously reported <a
href=""http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0833""
class=""ex-ref"">CVE-2015-0833</a>, which was fixed in 
<a
href=""https://www.mozilla.org/en-US/security/advisories/mfsa2015-12/"">MFSA2015-12</a>. That flaw allowed for the updater to load binary DLL format files from
the local working directory or from the Windows temporary directories.  During
the fixing of CVE-2015-0833, the need to ensure that updates use the updater.exe
from the application directory was identified to mitigate the potential for
further similar vulnerabilities. This change to updater.exe for Windows systems
has been made in this release.
",02/25/2015,CWE-ID,6.9 MEDIUM,<=35.0.1
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1087565,CVE-2011-3079,High,"May 12, 2015","Mozilla Developer <strong>Jed Davis</strong> and Mozilla security engineer
<strong>Christoph Diehl</strong> reported that Mozilla had inherited a
Inter-process Communication (IPC) vulnerability when IPC was introduced into
Mozilla products through third-party code. This could allow for privilege
escalation through IPC channels due to lack of message validation in the
listener process. 
",05/01/2012,CWE-399,10.0 HIGH,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1146724,CVE-2015-2718,High,"May 12, 2015","Mozilla developer <strong>Mark Hammond</strong> reported a flaw in how
<code><a
href=""https://developer.mozilla.org/en-US/docs/Mozilla/JavaScript_code_modules/
WebChannel.jsm"">WebChannel.jsm</a></code> handles message traffic. He found that
when a trusted page is hosted within an <code>&lt;iframe&gt;</code> on an
untrusted third-party untrusted framing page, the untrusted page could intercept webchannel responses meant for the trusted page, bypassing origin restrictions. ",05/14/2015,CWE-200,4.3 MEDIUM,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1154683,CVE-2015-2717,High,"May 12, 2015","Security researcher <strong>laf.intel</strong> reported a buffer overflow and
out-of-bounds read in the libstagefright library while parsing
invalid metadata in MPEG4 video files. This can lead to a potentially exploitable
crash.
",05/14/2015,CWE-189,6.8 MEDIUM,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1140537,CVE-2015-2716,Critical,"May 12, 2015","Security researcher <strong>Ucha Gobejishvili</strong> used the Address
Sanitizer tool to find a buffer overflow while parsing compressed XML content.
This was due to an error in how buffer space is created and modified when
handling large amounts of XML data. This results in a potentially exploitable
crash.
",05/14/2015,CWE-119,7.5 HIGH,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=988698,CVE-2015-2715,Moderate,"May 12, 2015","Security researchers <strong>Tyson Smith</strong> and <strong>Jesse Schwartzentruber</strong> reported a use-after-free
during the shutdown process. This was caused by a race condition when media
decoder threads are created during the shutdown process in some circumstances.
This leads to a potentially exploitable crash when triggered.
",05/14/2015,CWE-362,6.8 MEDIUM,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1149094,CVE-2015-2714,Moderate,"May 12, 2015","Security researcher <strong>Muneaki Nishimura</strong> reported that Firefox
for Android would write potentially sensitive data to the Android
<code>logcat</code> that was encoded as part of logged URL strings. On Android
4.0 or earlier systems, <code>logcat</code> data is available to any application
having <code>READ_LOGS</code> permission, leading to potential privacy
violations.
",05/14/2015,CWE-264,2.1 LOW,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1153478,CVE-2015-2713,Critical,"May 12, 2015","Security researcher <strong>Scott Bell</strong> used the Address Sanitizer
tool to discover a use-after-free error during the processing of text when
vertical text is enabled. This leads to a potentially exploitable crash.
",05/14/2015,CWE-ID,6.8 MEDIUM,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1152280,CVE-2015-2712,Critical,"May 12, 2015","Security researcher <strong>Dougall Johnson</strong> reported an
out-of-bounds read and write in <code>asm.js</code> during JavaScript validation
due to an error in how heap lengths are defined. This results in a potentially
exploitable crash and could allow for the reading of random memory which may
contain sensitive data.
",05/14/2015,CWE-119,7.5 HIGH,<=37.0.2
firefox38,https://bugzilla.mozilla.org/show_bug.cgi?id=1113431,CVE-2015-2711,Low,"May 12, 2015","Security researcher <strong>Alex Verstak</strong> reported that &lt;meta
name=""referrer""&gt; is ignored when a link is opened through the
context menu or a middle-click by mouse. This means that, in some situations,
the referrer policy is ignored when opening links in new tabs and may cause
some pages to open without an HTTP Referer header being set according to
the author's intended policy.
",05/14/2015,CWE-200,4.3 MEDIUM,<=37.0.2
