Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions,Bug Status,Bug Report Severity,Bug Open Date,Bug Close Date,Affected Files
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1328121,CVE-2017-5416,moderate,"March  7, 2017",In certain circumstances a networking event listener can be prematurely released. This appears to result in a null dereference in practice. ,06/11/2018,CWE-476,5.0 MEDIUM,<52.0,RESOLVED FIXED,normal,1483345914,1483807123,netwerk/protocol/http/nsHttpChannel.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=791597,CVE-2017-5417,moderate,"March  7, 2017","When dragging content from the primary browser pane to the addressbar on a malicious site, it is possible to change the addressbar so that the displayed location following navigation does not match the URL of the newly loaded page. This allows for spoofing attacks.",06/11/2018,CWE-20,5.0 MEDIUM,<52.0,VERIFIED FIXED,normal,1347841956,1481760577,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1322716,CVE-2017-5425,moderate,"March  7, 2017","The Gecko Media Plugin sandbox allows access to local files that match specific regular expressions. On OS OX, this matching allows access to some data in subdirectories of <code>/private/var</code> that could expose personal or temporary data. This has been updated to not allow access to <code>/private/var</code> and its subdirectories. <br><em>Note: this issue only affects OS X. Other operating systems are not affected.</em>",06/11/2018,CWE-200,5.0 MEDIUM,<52.0,VERIFIED FIXED,normal,1481312629,1483145938,dom/media/gmp/GMPChild.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1257361,CVE-2017-5426,moderate,"March  7, 2017","On Linux, if the secure computing mode BPF (seccomp-bpf) filter is running when the Gecko Media Plugin sandbox is started, the sandbox fails to be applied and items that would run within the sandbox are run protected only by the running filter which is typically weak compared to the sandbox. <br><em>Note: this issue only affects Linux. Other operating systems are not affected.</em>",06/11/2018,CWE-732,5.0 MEDIUM,<52.0,RESOLVED FIXED,normal,1458169001,1481539727,"security/sandbox/linux/SandboxFilter.cpp,security/sandbox/linux/Sandbox.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1295542,CVE-2017-5427,moderate,"March  7, 2017","A non-existent chrome.manifest file will attempt to be loaded during startup from the primary installation directory. If a malicious user with local access puts chrome.manifest and other referenced files in this directory, they will be loaded and activated during startup. This could result in malicious software being added without consent or modification of referenced installed files.",06/11/2018,CWE-362,1.9 LOW,<52.0,RESOLVED FIXED,normal,1471345625,1474454756,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1338876,CVE-2017-5418,low,"March  7, 2017","An out of bounds read error occurs when parsing some HTTP digest authorization responses, resulting in information leakage through the reading of random memory containing matches to specifically set patterns.",06/11/2018,CWE-125,5.0 MEDIUM,<52.0,RESOLVED FIXED,normal,1486894245,1487247784,netwerk/protocol/http/nsHttpDigestAuth.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1312243,CVE-2017-5419,low,"March  7, 2017","If a malicious site repeatedly triggers a modal authentication prompt, eventually the browser UI will become non-responsive, requiring shutdown through the operating system. This is a denial of service (DOS) attack.",06/11/2018,CWE-noinfo,7.8 HIGH,<52.0,RESOLVED FIXED,major,1477192031,1481934307,"netwerk/protocol/http/HttpChannelParent.cpp,netwerk/protocol/viewsource/nsViewSourceChannel.cpp,netwerk/protocol/http/HttpChannelChild.cpp,netwerk/protocol/http/NullHttpChannel.cpp,netwerk/protocol/http/HttpBaseChannel.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1284395,CVE-2017-5420,low,"March  7, 2017","A <code>javascript:</code> url loaded by a malicious page can obfuscate its location by blanking the URL displayed in the addressbar, allowing for an attacker to spoof an existing page without the malicious page's address being displayed correctly.",06/11/2018,CWE-20,4.3 MEDIUM,<52.0,RESOLVED FIXED,normal,1467697847,1475071564,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1336699,CVE-2017-5405,low,"March  7, 2017",Certain response codes in FTP connections can result in the use of uninitialized values for ports in FTP operations.,06/11/2018,CWE-1187,5.0 MEDIUM,<52.0,RESOLVED FIXED,normal,1486194932,1486688693,netwerk/protocol/ftp/nsFtpConnectionThread.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1301876,CVE-2017-5421,low,"March  7, 2017","A malicious site could spoof the contents of the print preview window if popup windows are enabled, resulting in user confusion of what site is currently loaded.",06/11/2018,CWE-20,5.0 MEDIUM,<52.0.,RESOLVED FIXED,normal,1473515603,1475230269,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1295002,CVE-2017-5422,low,"March  7, 2017","If a malicious site uses the <code>view-source:</code> protocol in a series within a single hyperlink, it can trigger a non-exploitable browser crash when the hyperlink is selected. This was fixed by no longer making <code>view-source:</code> linkable.",06/11/2018,CWE-20,5.0 MEDIUM,<52.0,RESOLVED FIXED,normal,1471149155,1475551207,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1332569,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1484898047,1485511205,dom/xslt/xslt/txMozillaXMLOutput.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1315248,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1478267098,1487944175,dom/network/UDPSocketParent.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1261335,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED DUPLICATE of,critical,1459512961,1475775907,js/src/jit/arm/MacroAssembler-arm.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1321038,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,VERIFIED FIXED,critical,1480445341,1482262781,js/src/jit/arm/MacroAssembler-arm.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1331771,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1484691495,1485192715,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1339566,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1487103070,1487204604,docshell/base/nsDocShell.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1339591,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1487107362,1487266272,"dom/smil/nsSMILInstanceTime.cpp,dom/smil/nsSMILAnimationController.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1240893,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1453238850,1484892703,"accessible/generic/Accessible.cpp,accessible/generic/DocAccessible.cpp,accessible/windows/msaa/AccessibleWrap.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1341905,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1487804258,1487944235,"security/manager/ssl/ContentSignatureVerifier.cpp,security/certverifier/CertVerifier.cpp,security/manager/ssl/SSLServerCertVerification.cpp,security/apps/AppSignatureVerification.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1323241,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1481655133,1484008671,"js/src/jsapi-tests/testGCCellPtr.cpp,js/src/jsgc.cpp,js/src/jsfriendapi.cpp,js/src/gc/Marking.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1336467,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1486135950,1487266322,xpcom/base/CycleCollectedJSContext.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1270288,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1462398197,1482259208,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1295299,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1471295677,1487772010,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1296024,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1471451600,1485963183,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1304201,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1474408141,1475627775,embedding/browser/nsWebBrowser.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1306142,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1475104483,1476307798,dom/u2f/U2F.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1307557,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1475608071,1476697248,dom/base/Element.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1308036,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1475709337,1475896215,xpcom/ds/nsSupportsArray.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1334246,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,VERIFIED FIXED,normal,1485465043,1487266352,"parser/htmlparser/nsScannerString.cpp,parser/htmlparser/nsParser.cpp,parser/htmlparser/nsScanner.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1334290,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1485471242,1487336603,"parser/htmlparser/nsScannerString.cpp,parser/htmlparser/nsParser.cpp,parser/htmlparser/nsScanner.cpp,parser/htmlparser/nsExpatDriver.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1317085,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1478984869,1479116047,"js/src/jsscript.cpp,js/src/jsapi.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1339116,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1487005958,1487107337,dom/workers/ServiceWorkerPrivate.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1324000,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1481903436,1484008651,layout/printing/nsPrintEngine.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1323150,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1481616393,1484922167,lib/softoken/legacydb/dbmshim.c
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1332501,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1484870702,1485303205,-
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1320894,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1480414831,1480746218,netwerk/cache2/CacheIndex.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1333752,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1485350829,1485406017,media/webrtc/trunk/webrtc/modules/video_coding/rtt_filter.cc
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1303713,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1474284197,1475151990,"dom/media/systemservices/CamerasChild.cpp,dom/media/systemservices/CamerasParent.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1321566,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1480606953,1483497885,"layout/printing/nsPrintEngine.cpp,layout/printing/nsPagePrintTimer.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1264053,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,VERIFIED FIXED,normal,1460491572,1485820087,"dom/workers/WorkerPrivate.cpp,dom/base/PostMessageEvent.cpp,dom/indexedDB/IDBObjectStore.cpp,dom/indexedDB/ActorsParent.cpp,js/src/builtin/TestingFunctions.cpp,netwerk/ipc/NeckoParent.cpp,dom/base/nsFrameLoader.cpp,dom/base/StructuredCloneHolder.cpp,dom/broadcastchannel/BroadcastChannel.cpp,js/src/jsapi-tests/testMappedArrayBuffer.cpp,dom/xhr/XMLHttpRequestWorker.cpp,js/src/vm/StructuredClone.cpp,dom/workers/ServiceWorkerClient.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1343513,CVE-2017-5399,critical,"March  7, 2017","Mozilla developers and community members Carsten Book, Calixte Denizet, Christian Holler, Andrew McCreight, David Bolter, David Keeler, Jon Coppeard, Tyson Smith, Ronald Crane, Tooru Fujisawa, Ben Kelly, Bob Owen, Jed Davis, Julian Seward, Julian Hector, Philipp, Markus Stange, and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1488372761,1488542986,"js/src/vm/TypedArrayObject.cpp,js/src/jit/MacroAssembler.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1332550,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1484885689,1485369431,layout/style/nsCSSRules.cpp
